cts urn,word form,note
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,κατηγοροῦντος,supplied
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,Μύρωνος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,καθ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἱερῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ὀμόσαντες,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἀριστίνδην,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,καταγνωσθέντος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,τοῦ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἅγους,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,αὐτοὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,μὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἐκ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,τάφων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἐξεβλήθησαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,τὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,γένος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,αὐτῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἔφυγεν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἀειφυγίαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,Ἐπμενίδης,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,δ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ὁ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,Κρὴς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἐπὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,τούτοις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,ἐκάθηρε,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,τὴν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:1.1,πόλιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,μετὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,ταῦτα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,συνέβη,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,στασιάσαι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,τούς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,τε,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,γνωρίμους,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,τὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,πλῆθος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,πολὺν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.1,χρόνον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἦν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,γὰρ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,αὐτῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἡ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πολιτεία,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τε,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἄλλοις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ὀλιγαρχικὴ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πᾶσι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,δὴ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἐδούλευον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,οἱ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πένητες,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πλουσίοις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,αὐτοὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τέκνα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,αἱ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,γυναῖκες,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἐκαλοῦντο,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πελάται,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἑκτήμοροι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,κατὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ταύτην,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,γὰρ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τὴν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,μίσθωσιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἠργάζοντο,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πλουσίων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τοὺς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἀγρούς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἡ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πᾶσα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,γῆ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,δι᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ὀλίγων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἦν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,εἰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,μὴ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τὰς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,μισθώσεις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἀποδιδοῖεν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἀγώγιμοι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,αὐτοὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,οἱ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,παῖδες,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἐγίγνοντο,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,οἱ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,δανεισμοὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πᾶσιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἐπὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,σώμασιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἦσαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,μέχρι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,Σόλωνος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,οὗτος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,πρῶτος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,ἐγένετο,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,τοῦ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,δήμου,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.2,προστάτης,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,χαλεπώτατον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,μὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,οὖν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,πικρότατον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,ἦν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,τοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,πολλοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,κατὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,τὴν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,πολιτείαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,τὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,δουλεύειν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,οὐ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,μὴν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,ἀλλὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,ἐπὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,τοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,ἄλλοις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,ἐδυσχέραινον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,οὐδενὸς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,γὰρ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,ὡς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,εἰπεῖν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,ἐτύγχανον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:2.3,μετέχοντες,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,ἦν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,δ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,ἡ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,τάξις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,τῆς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,ἀρχαίας,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,πολιτείας,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,τῆς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,πρὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,Δράκοντος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,τοιάδε,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,τὰς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,μὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,ἀρχὰς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,καθίστασαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,ἀριστίνδην,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,πλουτίνδην,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,ἦρχον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,τὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,μὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,πρῶτον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,διὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,βίου,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,μετὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,ταῦτα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.1,δεκαέτειαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,μέγισται,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,πρῶται,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,ἀρχῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,ἦσαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,βασιλεὺς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,πολέμαρχος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,ἄρχων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τούτων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,πρώτη,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,μὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,ἡ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τοῦ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,βασιλέως,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,αὕτη,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,γὰρ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,ἦν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,πάτριος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,δευτέρα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,δ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,ἐπικατέστη,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,πολεμαρχία,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,διὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,γενέσθαι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τινὰς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,βασιλέων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,πολέμια,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,μαλακούς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,ὅθεν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,τὸν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,Ἴωνα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,μετεπέμψαντο,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,χρείας,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.2,καταλαβούσης,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τελευταία,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,δ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἡ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τοῦ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἄρχοντος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,οἱ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,μὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,γὰρ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,πλείους,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐπὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,Μέδοντος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἔνιοι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,δ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐπὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,Ἀκάστου,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,φασὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,γενέσθαι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ταύτην,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τεκμήριον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,δ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐπιφέρουσιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὅτι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,οἱ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐννέα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἄρχοντες,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὀμνύουσιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἢ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,μὴν,supplied
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐπὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,Ἀκάστου,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὅρκια,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ποιήσειν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὡς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐπὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τούτου,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τῆς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,βασιλείας,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,παραχωρησάντων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,Κοδριδῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἀντὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,δοθεισῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τῷ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἄρχοντι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,δωρεῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τοῦτο,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,μὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,οὖν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὁποτέρως,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ποτ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἔχει,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,μικρὸν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἂν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,παραλλάττοι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,χρόνοις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὅτι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τελευταία,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τούτων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐγένετο,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἀρχῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,σημεῖον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,μηδὲν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,πατρίων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τὸν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἄρχοντα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,διοικεῖν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὥσπερ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὁ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,βασιλεὺς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ὁ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,πολέμαρχος,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἀλλ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἁπλῶς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐπίθετα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,διὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,νεωστὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,γέγονεν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἡ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἀρχὴ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,μεγάλη,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,τοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,ἐπιθέτοις,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.3,αὐξηθεῖσα,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,θεσμοθέται,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,δὲ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,πολλοῖς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ὕστερον,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ἔτεσιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ᾑρέθησαν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ἤδη,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,κατ᾽,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ἐνιαυτὸν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,αἱρουμένων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,τὰς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ἀρχάς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ὅπως,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ἀναγράψαντες,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,τὰ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,θέσμια,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,φυλάττωσι,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,πρὸς,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,τὴν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,τῶν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,ἀμφισβητούντων,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,κρίσιν,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,διὸ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,καὶ,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,μόνη,
urn:cts:greekLit:tlg0086.tlg003.fuKenyon:3.4,τῶν,
